name,author,narrator,time,releasedate,language,stars,price
La fée Fifolette a cassé sa baguette,Mimi Zagarriga,Vanessa Parachou,4,2022-09-02,French,4.46,149
Le gros chagrin d'Edgar,Xavier Gorce,Patrice Baudrier,6,2022-09-02,French,4.46,187
Qui a volé le diamant de Big Jack ?,Olivier Dupin,Guy Chapellier,7,2022-09-02,French,4.46,187
La fée Fifolette déclenche des tempêtes,Mimi Zagarriga,Vanessa Parachou,3,2022-09-02,French,4.46,149
Le petit chevalier courageux,Claude Prothée,Patrice Baudrier,6,2022-09-02,French,4.46,187
La banda della zuppa di piselli,Rieke Patwardhan,Marco Quaglia,168,2022-10-02,Italian,4.46,305
Princesse Sarah,Frances Burnett,Emmanuelle Lemée,91,2022-08-02,French,4.46,225
Le voleur d'Edith,Frances Burnett,Emmanuelle Lemée,36,2022-08-02,French,4.46,225
Veinte mil leguas de viaje submarino,Julio Verne,Carlos Cuevas,931,2022-04-02,Spanish,4.46,959
Historias de miedo,"Mattel, Raquel Luque Benítez-traductor",Germán Gijón,10,2022-08-02,Spanish,4.46,76
Misterio en las vías,"Mattel, Raquel Luque Benítez-traductor",Germán Gijón,20,2022-08-02,Spanish,4.46,115
Sofabanditen oder Die verrückte Befreiung der Hühner,Judith Kleinschmidt,Constanze Weinig,144,2022-08-02,German,4.46,367
En el infierno,"Vegetta777, Willyrex",Álexde Porrata,225,2022-07-02,Spanish,4.46,192
PJ Masks: Carrera en la Montaña Misteriosa,"e One, Nicolás Olucha Sánchez-traductor",Kevin Calderón,12,2022-03-02,Spanish,4.46,38
DC Jones and Adventure Command International 2,Jim Beard,Johnny Heller,310,2022-09-02,English,4.46,469
Robatori a la platja,"Mattel, Marta Cisa Muñoz-traductor",Miriam Monlleo,27,2022-02-02,Catalan,4.46,115
Barbie - Dreamtopia,"Mattel, Marta Cisa Muñoz-traductor",Miriam Monlleo,21,2022-01-31,Catalan,4.46,38
Barbie - Els superpoders de princesa,"Mattel, Marta Cisa Muñoz-traductor",Miriam Monlleo,25,2022-02-02,Catalan,4.46,115
Barbie - Pop per a princeses,"Mattel, Marta Cisa Muñoz-traductor",Miriam Monlleo,32,2022-02-02,Catalan,4.46,115
Limamerirosvojen jäljillä,Veera Vähämaa,Ari-Matti Hedman,134,2022-01-27,Finnish,4.46,166
Barbie - Buscant les gossetes,"Mattel, Marta Cisa Muñoz-traductor",Miriam Monlleo,34,2022-02-02,Catalan,4.46,115
Barbie - La porta secreta,"Mattel, Marta Cisa Muñoz-traductor",Miriam Monlleo,11,2022-02-02,Catalan,4.46,76
Die Hamsterdam-Verschwörung,Ralph Bennewitz,Larsder Vorleser,475,2022-01-02,German,4.46,166
Els Barrufets - Històries dels barrufets,"Peyo, Daniel Cortés Coronas-traductor",Jordi Coromina,149,2022-07-02,Catalan,4.46,192
La maison qui ne dormait jamais,Olivier Cohen,Pauline Deshons,33,2022-03-02,French,4.46,452
Els Barrufets - Històries de 3 minuts,"Peyo, Daniel Cortés Coronas-traductor",Jordi Coromina,36,2022-07-02,Catalan,4.46,38
Wolvenhart,Ina De Man,Laetitia Vandueren,365,2022-03-02,Dutch,4.46,233
Circus Maximus Rivals on the Track,Annelise Gray,Bronwen Price,447,2022-03-02,English,4.46,645
PJ Masks - Cursa cap a la Muntanya Misteriosa,"e One, Ana C.Alcaina Perez-traductor",Roger Serradell,10,2022-07-02,Catalan,4.46,38
Super Pigiamini - Pronti all'azione!,"e One, Raffaella Casati",Stefan Popa,11,2022-03-02,Italian,4.46,36
PJ Masks - En Gatnoi i el gran rescat del pastís d’aniversari,"e One, Ana C.Alcaina Perez-traductor",Roger Serradell,6,2022-07-02,Catalan,4.46,38
Anatole Latuile fait son cinéma,"Anne Didier, Olivier Muller",Gabriel Ledoz,17,2022-03-02,French,4.46,265
The Midnight Thief,Sylvia Bishop,Annabelle Indge,247,2022-01-02,English,4.46,653
Suche nach der verborgenen Quelle,"Chen Jiatong, Ulrike Köbele-Übersetzer",Michael-Che Koch,405,2022-09-02,German,4.46,367
El misterio del coleccionista de tazos,Luisa Villar Liébana,Estela Benita,25,2022-04-02,Spanish,4.46,38
Los Pitufos - Historias de Pitufos,"Peyo, Raquel Luque Benitez-traductor",Juan Carlos Albarracín,145,2022-07-02,Spanish,4.46,192
Dando la nota,Jordi Sierrai Fabra,Fernando Cea,162,2022-01-02,Spanish,4.46,192
Los Pitufos - Historias de 3 minutos,"Peyo, Raquel Luque Benitez-traductor",Juan Carlos Albarracín,34,2022-07-02,Spanish,4.46,38
"Vacaciones, no gracias",Jordi Sierrai Fabra,Aneta Fernández,169,2022-01-02,Spanish,4.46,192
A Baker's Guide to Robber Pie,Caitlin Sangster,Sandy Rustin,536,2022-08-02,English,4.46,820
The Counterclockwise Heart,Brian Farrey,Kirby Heyborne,508,2022-01-02,English,4.46,515
Knight Sir Louis and the Dragon of Doooooom!,The Brothers Mc Leod,Myles Mc Leod,178,2022-03-02,English,4.46,227
Ferien auf Saltkrokan - Pelle findet einen Wunschstein,"Astrid Lindgren, Thyra Dohrenburg-Übersetzer",Ursula Illert,22,2022-08-02,German,4.46,233
Bob el Constructor - Perros y gatos,"Mattel, Nicolás Olucha Sánchez",Roger Berrío Reyes,7,2022-01-02,Spanish,4.46,38
The Secret of Haven Point,Lisette Auton,Lisette Auton,496,2022-03-02,English,4.46,410
The Mouse Watch in Space,J.J.Gilbert,Mac Leod Andrews,266,2022-01-02,English,4.46,351
Freewater,Amina Luqman-Dawson,"Cary Hite, Sisi Aisha Johnson",581,2022-01-02,English,4.46,500
The Book of Stolen Time,Dashka Slater,Kevin R.Free,578,2022-02-15,English,4.46,820
The Experiment,Katherine Applegate,Adam Verner,153,2022-01-02,English,4.46,445
The Exposed,Katherine Applegate,Emily Ellet,176,2022-01-02,English,4.46,445
Big Sky Mountain: The Forest Wolves,Alex Milway,Penelope Rawlines,112,2022-03-02,English,4.46,569
The Golem's Eye,Jonathan Stroud,Steven Pacey,576,2007-01-06,English,5.0,683
The Count of Monte Cristo,"Bina Ofek-translator, Alexandre Dumas",Jonathan Kis-Lev,164,2011-08-04,Hebrew,4.46,333
Howl of the Wind Dragon,Tracey West,Emily Ellet,47,2021-02-11,English,5.0,258
Pony,R.J.Palacio,"Ian M.Hawkins, R.J.Palacio",433,2021-09-28,English,4.0,615
World Champions!,James Patterson,Andrea Emmes,277,2021-05-08,English,4.46,410
Minecraft: Mob Squad,Delilah S.Dawson,"Jessica Almasy, Keylor Leigh, Barrett Leddy,",539,2021-09-28,English,4.46,"1,005"
The Threat,Katherine Applegate,Mac Leod Andrews,172,2021-02-11,English,4.46,445
The Tiger's Nest,Trudi Trueit,Ramon De Ocampo,377,2021-08-24,English,4.46,703
The Beekeeper Mystery,Gertrude Chandler Warner,Aimee Lilly,103,2021-01-10,English,4.46,234
The Shattered Castle,Jennifer A.Nielsen,Charlie Mc Wade,594,2021-10-19,English,4.46,445
Peanut Jones and the Illustrated City: from the creator of Draw with Rob,Rob Biddulph,Claire Skinner,341,2021-02-09,English,4.46,323
Sparrow Rising,Jessica Khoury,"Michael Gallagher, Emily Eiden",491,2021-03-08,English,5.0,586
Shadowghast,Thomas Taylor,Mathew Horne,396,2021-10-14,English,4.46,569
The Beatryce Prophecy,Kate Di Camillo,Finty Williams,259,2021-09-28,English,4.0,"1,005"
Brother Wulf,Joseph Delaney,Thomas Judd,377,2021-08-19,English,4.46,615
Rise of the World Eater,Jamie Littler,Joshua Mc Guire,592,2021-09-30,English,4.46,615
The Unadoptables,Hana Tooke,Gemma Whelan,567,2020-07-23,English,5.0,615
Barbie - Equip d'espies,"Mattel, Marta Cisa Muñoz-traductor",Miriam Monlleo,19,2022-01-31,Catalan,4.46,38
The Mapmakers,Tamzin Merchant,Tamzin Merchant,492,2022-02-17,English,4.46,410
The Professor and the Puzzle,Carolyn Keene,Jorjeana Marie,221,2017-01-09,English,5.0,305
The Paper Dolls,"Julia Donaldson, Rebecca Cobb",Lauren Laverne,11,2013-10-22,English,4.46,323
"The 39 Clues, Book 5",Patrick Carman,David Pittu,4,2009-11-08,English,5.0,468
Scorpia,Anthony Horowitz,Oliver Chris,506,2020-01-30,English,4.5,645
A Con Artist in Paris,Franklin W.Dixon,Tim Gregory,3,2017-05-09,English,4.5,305
Tunnel of Bones,Victoria Schwab,Reba Buhr,305,2019-03-09,English,4.5,492
The 13-Storey Treehouse,Andy Griffiths,Stig Wemyss,96,2017-10-05,English,5.0,323
"The 39 Clues, Book 9",Linda Sue Park,David Pittu,285,2010-05-24,English,5.0,469
Kid Normal and the Rogue Heroes,"Chris Smith, Greg James","Chris Smith, Greg James",378,2018-06-12,English,5.0,569
Shine of the Silver Dragon,Tracey West,Emily Ellet,46,2020-07-07,English,4.46,164
Treasure of the Gold Dragon,Tracey West,Emily Ellet,45,2020-04-08,English,4.0,164
The Jungle Book,Rudyard Kipling,Great American Audio Studio Talent,211,2008-02-09,English,4.46,501
"The 1,000-Year-Old Boy",Ross Welford,"Chris Coxon, Luke Johnson",444,2018-11-01,English,4.5,322
Strangers on a Train,Carolyn Keene,Jorjeana Marie,199,2014-12-28,English,4.5,305
Darkstalker,Tui T.Sutherland,Shannon Mc Manus,590,2016-01-07,English,5.0,656
Peter Rabbit 2,Puffin,Emilia Fox,208,2020-01-23,English,4.46,615
Dinosaurs Before Dark,Mary Pope Osborne,Mary Pope Osborne,41,2006-08-22,English,5.0,301
The Outcast,Kathryn Lasky,Pamela Garelick,291,2009-02-20,English,4.46,468
Wave of the Sea Dragon,Tracey West,Emily Ellet,47,2021-07-20,English,4.46,164
Escape from Aurora,Jamie Littler,Joshua Mc Guire,537,2020-01-10,English,4.46,615
The Monkey King,Shobha Viswanath,Saeed Jaffrey,27,2020-06-03,English,5.0,284
Getting Granny’s Glasses,Ruskin Bond,Ruskin Bond,19,2019-11-29,English,4.0,200
Where the Red Fern Grows,Wilson Rawls,Anthony Heald,416,2003-10-24,English,4.5,"1,005"
"The 39 Clues, Book 10",Margaret Peterson Haddix,David Pittu,428,2010-09-23,English,5.0,469
Future of the Time Dragon,Tracey West,Emily Ellet,48,2021-02-03,English,4.46,164
Field Trip Fiasco,James Patterson,Michael Crouch,225,2021-04-02,English,4.46,615
"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy, Part 2",Dav Pilkey,"Len Forgione, Ben D'Amico, I’ke Mitchell",83,2020-03-11,English,4.0,258
The Carpet People,Terry Pratchett,David Tennant,302,2021-04-22,English,5.0,615
Clash at Fatal Fields,Devin Hunter,Ramonde Ocampo,133,2018-08-28,English,5.0,585
Deception on the Set,Franklin W.Dixon,Tim Gregory,161,2016-05-23,English,5.0,305
The Tale of Tom Kitten,Beatrix Potter,Joan Walker,5,2018-08-03,English,4.46,93
"20.000 Leguas de viaje submarino [20,000 Leagues Under the Sea]",Julio Verne,"Adolfo Duncan, Aldo Lumbía, Miguel Durán,",94,2013-03-22,Spanish,4.46,397
Dungeons & Detectives,Franklin W.Dixon,Tim Gregory,309,2019-10-22,English,4.46,305
A Script for Danger,Carolyn Keene,Jorjeana Marie,176,2015-09-22,English,4.5,305
The Battle of Bayport,Franklin W.Dixon,Tim Gregory,210,2016-07-03,English,5.0,305
Capitaine,Madamede Nanteuil,Emmanuelle Lemée,482,2022-12-01,French,4.46,225
Iron Man - Rymdfantomernas invasion!,Marvel,Benjamin Hagberg,63,2022-11-01,Swedish,4.46,65
City of Ghosts - Im Reich der vergessenen Geister,Victoria Schwab,Carolin-Therese Wolff,317,2022-10-01,German,4.46,501
Ariana y Arcana,Alejandro Khan,Marta Almazán,56,2022-11-01,Spanish,4.46,76
La aventura de Amunet,Alejandro Khan,Marta Almazán,44,2022-11-01,Spanish,4.46,76
Amigos de verdad,Alejandro Khan,Marta Almazán,29,2022-11-01,Spanish,4.46,76
"Pan, nuestro hermano del bosque",Alejandro Khan,Marta Almazán,51,2022-11-01,Spanish,4.46,76
PJ Masks - Vet aquí els Mini Llops!,"e One, Ana C.Alcaina Perez",Roger Serradell,11,2022-07-01,Catalan,4.46,38
Ufo in Seenot,Ulf Blanck,Oliver Rohrbeck,109,2022-12-01,German,4.46,233
The Chromatics Camp at The Musical Mountain,Julie Kirchhubel,Daniel Smerdon,165,2022-03-01,English,4.46,469
Attack of the Shadow-Crafters,Mark Cheverton,Nick Walther,389,2021-12-28,English,4.46,703
Ritter Klapperschwert und die große Freundschaft,Hans-Peter Hain,Hans-Peter Hain,41,2021-12-30,German,4.46,166
H@Ck - Het instituut,Mirjam Mous,"Jipvanden Dool, Lidewij Mahler",593,2021-12-29,Dutch,4.46,502
Głupi Funio,Jerzy A.Wlazło,Gabriela Jaskuła,98,2021-12-22,Polish,4.46,267
Un problema con alas,"Pedro Mañas, David Sierra Listón",Elena Silva,63,2022-03-01,Spanish,4.46,384
Die Meckerpause,Annemarie Norden,Cathrin Bürger,55,2021-12-23,German,4.46,233
El Club de la Luna Llena,"Pedro Mañas, David Sierra Listón",Elena Silva,71,2022-03-01,Spanish,4.46,384
Spider-Man - En samling berättelser,"Marvel, Camilla Dunér",Benjamin Hagberg,1,2021-12-17,Swedish,4.46,65
Enigma en el puente del naranjo,María Menéndez-Ponte,Helena Ovalle,285,2021-12-20,Spanish,4.46,268
Penny Berry y la cripta de los olvidados,Lluís Prats,Arantxade Sarabia,392,2021-12-20,Spanish,4.46,307
Penny Berry y la pócima mágica,Lluís Prats,Arantxade Sarabia,461,2021-12-20,Spanish,4.46,307
La casa embrujada,María Menéndez-Ponte,Helena Ovalle,286,2021-12-20,Spanish,4.46,268
Lady och Lufsen,"Disney, Ann-Sofi Joskitt",Lisa Ahnlund,157,2021-12-15,Swedish,4.46,166
James und die fischige Fracht / Hiro und die widerspenstigen Waggons,Burkard Miltenberger,Monty Arnold,10,2021-12-14,German,4.46,65
Avengers - God Jul!,"Marvel, Maria Nilsson",John Lalér,6,2021-12-20,Swedish,4.46,32
En busca del señor T,Beatriz Berrocal,Carlos Quintero,199,2021-12-15,Spanish,4.46,153
Avengers - TRE spektakulära äventyr!,"Marvel, Hanna Graf, Ida Johansson",Benjamin Hagberg,155,2021-12-21,Swedish,4.46,166
Captain America och morgondagens armé!,Marvel,Benjamin Hagberg,64,2021-12-21,Swedish,4.46,65
Superhjältarna,"Disney, Ida Johansson",Benjamin Hagberg,147,2021-12-21,Swedish,4.46,166
Spider-Man - Kortslutning,Marvel,Sebastian Karlsson,5,2021-12-21,Swedish,4.46,32
The Far-Finding Ring,A.M.Luzzader,Jennifer Jill Araya,268,2021-12-21,English,4.46,469
When the War Came Home,Lesley Parr,Maya Grant,320,2022-06-01,English,4.46,493
Modig - Meridas önskan,"Disney, Oskar Blomberg",Malin Lybeck,69,2021-08-12,Swedish,4.46,65
Il viaggio leggendario di Erick e Dominick,Dinsiem E,Dinsiem E,179,2021-12-14,Italian,4.46,267
Doctor Strange - Vejen til viden,"Marvel, Brian Iskov",Mathias Klenske,6,2021-09-12,Danish,4.46,32
Pyjamasheltene - Kattedreng og den store fødselsdagskageredning,"e One, Tine S.Norbøll",Mathias Klenske,7,2021-09-12,Danish,4.46,32
Pyjamasheltene redder dagen!,"e One, Tine S.Norbøll",Mathias Klenske,34,2021-09-12,Danish,4.46,99
The Great Zombie Invasion,Mark Cheverton,Nick Walther,350,2021-12-14,English,4.46,703
The Buried Crown,Ally Sherrick,Charlotte Strevens,443,2022-01-01,English,4.46,733
The Wishing Star & The North Pole Picnic,Emma Beswetherick,Hayley Wareham,118,2022-01-01,English,4.46,573
Cora y los Corales,Dagmarde Mendieta,MercèMontalà,14,2021-02-12,Spanish,4.46,65
Fortidens skygger,Kenneth Bøgh Andersen,Kenneth Bøgh Andersen,188,2021-03-12,Danish,4.46,434
Racconti dall'India,Marina Iuele,Marina Iuele,142,2021-11-30,Italian,4.46,228
Piratbarn har ikke længere brug for sin sut,Annette Herzog,Martin Johs.Møller,7,2022-01-13,Danish,4.46,32
Alpaca My Bags,Jenny Goebel,Suzy Jackson,385,2021-07-12,English,4.46,703
L'île du mage,Rémi Faure,Louane,284,2021-12-22,French,4.46,263
Speedy,Colin Thiele,Anna Steen,101,2022-01-01,English,4.46,531
The Santa List,Kieran Crowley,John Cormack,182,2021-01-12,English,4.46,600
Paradise Pirates retten Captain Scratch,Jay Spencer,Stefan Kaminski,126,2022-12-01,German,4.46,300
Loca por Hugo,"Federico Moccia, Rob Simeoni-traductor",Laura Monedero,137,2021-11-25,Spanish,4.46,384
Ninja Niller - Blodets Bånd: Del 4,Rune Fleischer,Iben Haaest,4,2021-11-23,Danish,4.46,32
Marvel - Den stora sagosamlingen,"Marvel, Petter Mattsson",Sebastian Karlsson,101,2021-11-25,Swedish,4.46,99
Bilar 3,"Disney, Nils Wadström",Benjamin Hagberg,186,2021-11-25,Swedish,4.46,166
Falcon - Fäkta eller flyga,Marvel,Sebastian Karlsson,49,2021-11-25,Swedish,4.46,65
Barbie - Aventura en el espacio,"Mattel, Nicolás Olucha Sánchez",Beatriz Olcina,12,2021-11-29,Spanish,4.46,38
El misterio de la virgulina inmortal,"Roberto Santiago,Ángela Armero",Irene Miras Guillén,366,2021-11-23,Spanish,4.46,384
Ein Mädchen namens Owl,Amy Wilson,Marionvon Stengel,433,2021-11-18,German,4.46,535
Antigua de Fortune of the High Seas,"Oli Hyatt, Anna Rainbow",Kate Malyon,440,2021-11-17,English,4.46,968
The Smidgens,David O'Connell,Charlotte Strevens,205,2021-11-17,English,4.46,854
Revolució a la botiga d'animals,"Ana Juan, Lara Estany-traductor",Carme Ambrós,9,2021-11-18,Catalan,4.46,384
Te regalo el mundo,"Carmen Saldaña-ilustrador, Stacey Mc Cleary",Mireia Maymíi Josa,3,2021-11-18,Spanish,4.46,384
Et regalo el món,"Carmen Saldaña-ilustrador, Stacey Mc Cleary",Mireia Maymíi Josa,3,2021-11-18,Catalan,4.46,384
Revolución en la tienda de animales,Ana Juan,Carme Ambrós,9,2021-11-18,Spanish,4.46,384
Ribblestrop Forever!,Andy Mulligan,Tom Hollander,571,2022-04-01,English,4.46,569
Das Feuer,"Shannon Messenger, Doris Attwood",David Nathan,1014,2021-11-30,German,4.46,468
Familie Maulwurf auf der Flucht,Sebastian Eder,Brigitte Carlsen,140,2021-12-15,German,4.46,367
Die Spiegelspringer - Im Bann der Geschichten,Mona Herbst,Hannah Schepmann,398,2021-11-26,German,4.46,334
The Attack,Katherine Applegate,Mac Leod Andrews,182,2022-04-01,English,4.46,445
Symbiosis,Nic Stone,Anika Noni Rose,341,2022-04-01,English,4.46,656
Stella und der Mondscheinvogel,"Catherine Fisher, Ulrike Köbele-Übersetzer",Uve Teschner,250,2021-11-24,German,4.46,401
Saids Schicksale,Wilhelm Hauff,Andreas Jeßing,101,2021-12-16,German,4.46,267
Surviving Jamestown,Gail Langer Karwoski,Andrew Fallaize,373,2022-11-01,English,4.46,866
Cuentos locos para niños inteligentes,Jordi Sierrai Fabra,Ramón Romero,127,2021-01-12,Spanish,4.46,192
Wednesday: The Forest of Secrets,Ralph Lazar,"River De Filippis, Christine Marshall, Lance Roger Axt",61,2021-12-16,English,4.46,445
Ronan Boyle into the Strangeplace,Thomas Lennon,Thomas Lennon,333,2021-11-16,English,4.46,703
Girl Giant and the Jade War,Van Hoang,Kim Mai Guest,529,2021-07-12,English,4.46,"1,256"
Kidnapped Colt,Terri Farley,Natalie Budig,242,2021-12-14,English,4.46,398
Cómo como,Emili Teixidor,Nuria Samsó,10,2020-08-18,Spanish,4.46,32
Der Zeitring,Stefanie Sieland,Johannes Thielen,124,2021-09-12,German,4.46,334
Ivy & Bean Bound to Be Bad (Book 5),Annie Barrows,Hallie Ricardo,73,2022-04-01,English,4.46,500
Ivy & Bean Take Care of the Babysitter (Book 4),Annie Barrows,Hallie Ricardo,71,2022-04-01,English,4.46,500
Ivy & Bean Break the Fossil Record (Book 3),Annie Barrows,Hallie Ricardo,68,2022-04-01,English,4.46,500
Moonrise,Terri Farley,Natalie Budig,207,2021-11-23,English,4.46,398
Vega Jane and the End of Time,David Baldacci,Katy Sobey,551,2022-06-01,English,4.46,323
The Suspicion,Katherine Applegate,Sisi Aisha Johnson,187,2021-07-12,English,4.46,586
The Pretender,Katherine Applegate,Michael Crouch,203,2021-07-12,English,4.46,492
Hide and Geek,T.P.Jagger,Danice Cabanela,407,2022-04-01,English,4.46,"1,005"
Sunlight on the Snow Leopard,Mary Pope Osborne,Mary Pope Osborne,1,2022-04-01,English,4.46,402
Me and My Little Brain,John D.Fitzgerald,Jason Culp,224,2021-07-12,English,4.46,754
Coraline,Neil Gaiman,Roberto Pompili,230,2018-08-22,Italian,4.46,420
The Van Gogh Deception,Deron Hicks,P.J.Ochlan,430,2020-09-29,English,4.46,586
Moon Rising,Tui T.Sutherland,Shannon Mc Manus,450,2016-08-29,English,5.0,575
Abenteuer-Ferien bei Opa Balduin,"Norbert Klotz, Melanie Klotz",Alex Bolte,80,2021-12-11,German,4.46,233
Hello Kitty - La aventura animal,"Sanrio, Neus Casanova Vico",Eva Andrés,36,2021-10-11,Spanish,4.46,38
Hello Kitty - La estrella de televisión,"Sanrio, Neus Casanova Vico",Eva Andrés,39,2021-10-11,Spanish,4.46,38
Hello Kitty - Vacaciones en la playa,"Sanrio, Neus Casanova Vico",Eva Andrés,37,2021-10-11,Spanish,4.46,38
Hello Kitty - El misterio de la madalena,"Sanrio, Neus Casanova Vico",Eva Andrés,37,2021-10-11,Spanish,4.46,38
Hello Kitty - La búsqueda del tesoro,"Sanrio, Neus Casanova Vico",Eva Andrés,41,2021-10-11,Spanish,4.46,76
Hello Kitty - Sesión de belleza,"Sanrio, Neus Casanova Vico",Eva Andrés,33,2021-10-11,Spanish,4.46,38
Ravenburcht,Ina De Man,Laetitia Vandueren,327,2021-10-11,Dutch,4.46,233
De Utrolige 2,"Disney, Tine S.Norbøll",Lars Thiesgaard,192,2021-10-11,Danish,4.46,434
Ariadna y la luna Lunera,"Jaume Cabré, Queralt Armengol-ilustrador, Concha Cardeñoso-traductor",Elisabet Bargalló,21,2021-10-11,Spanish,4.46,384
L'Ariadna i la lluna Pruna,"Jaume Cabré, Queralt Armengol-ilustrador",Elisabet Bargalló,20,2021-10-11,Catalan,4.46,384
La Mariona i la Menjanits,"Jaume Cabré, Romina Martí-ilustrador",Elisabet Bargalló,20,2021-10-11,Catalan,4.46,384
Captain Underpants and the Attack of the Talking Toilets,Dav Pilkey,"Len Forgione, Dazjon Freeman, Ben D'Amico",59,2018-06-26,English,5.0,258
Holes,Louis Sachar,Kerry Beyer,270,2016-05-24,English,4.5,417
"The 39 Clues, Book 1",Rick Riordan,David Pittu,311,2008-08-29,English,4.5,468
"The Princess in Black, Books 1-3","Shannon Hale, Dean Hale",Julia Whelan,55,2016-09-02,English,4.46,754
Pyjamasankarit - Tässä tulee Pyjamarobotti!,"e One, Kimmo Lilja",Valtteri Lehtinen,10,2022-01-21,Finnish,4.46,32
Pyjamasankarit - Polkuvoimaa!,"e One, Kimmo Lilja",Valtteri Lehtinen,34,2022-01-21,Finnish,4.46,32
PJ Masks - Sigues un heroi!,"e One, Ana C.Alcaina Perez-traductor",Roger Serradell,23,2022-01-24,Catalan,4.46,38
Pyjamasankarit - Ollaan sankareita,"e One, Kimmo Lilja",Valtteri Lehtinen,26,2022-01-21,Finnish,4.46,32
Pyjamasankarit - Tässä tulee susijengi,"e One, Kimmo Lilja",Valtteri Lehtinen,11,2022-01-21,Finnish,4.46,32
Pyjamasankarit - Kolli ja synttärikakun pelastusoperaatio,"e One, Kimmo Lilja",Valtteri Lehtinen,7,2022-01-21,Finnish,4.46,32
